iter	MAE
259	3.310191809
260	3.303931951
261	3.297475226
262	3.291132662
263	3.284560368
264	3.278081213
265	3.271818296
266	3.265397943
267	3.259088159
268	3.252690318
269	3.246419596
270	3.240094594
271	3.233545447
272	3.227323481
273	3.220961343
274	3.214720415
275	3.20867714
276	3.202383749
277	3.196285965
278	3.189951611
279	3.183809877
280	3.177670829
281	3.171534815
282	3.165331203
283	3.158989736
284	3.152869307
285	3.147045614
286	3.14089345
287	3.134929242
288	3.12897923
289	3.12340301
290	3.117404861
291	3.111396168
292	3.105497453
293	3.099685618
294	3.093736081
295	3.087732643
296	3.081785622
297	3.075949466
298	3.070278355
299	3.064408872
300	3.05848997
301	3.052715213
302	3.046810354
303	3.040982859
304	3.035132859
305	3.029280131
306	3.023585314
307	3.017807427
308	3.011961752
309	3.006190857
310	3.000289068
311	2.994483023
312	2.988963067
313	2.983340699
314	2.97751289
315	2.971831561
316	2.966270992
317	2.960745751
318	2.955107451
319	2.949457389
320	2.943769575
321	2.938287277
322	2.932597573
323	2.927076284
324	2.921560084
325	2.916023902
326	2.910605156
327	2.905146922
328	2.899640507
329	2.894185558
330	2.888761903
331	2.88324416
332	2.878004868
333	2.87254325
334	2.867258157
335	2.861891847
336	2.856680575
337	2.851324256
338	2.846006591
339	2.840819812
340	2.83559215
341	2.830428808
342	2.825196101
343	2.820039159
344	2.81493541
345	2.809834176
346	2.804752079
347	2.799756393
348	2.794606717
349	2.789448155
350	2.784455051
351	2.779290276
352	2.774098504
353	2.769011476
354	2.763862487
355	2.758859007
356	2.753884403
357	2.748956055
358	2.743901268
359	2.738864739
360	2.73393454
361	2.728958394
362	2.724027315
363	2.719047248
364	2.714116333
365	2.709197191
366	2.704334349
367	2.699429809
368	2.694549237
369	2.689853997
370	2.685052247
371	2.680378806
372	2.67565426
373	2.670907058
374	2.666084892
375	2.661450822
376	2.656783826
377	2.652201604
378	2.647676302
379	2.643114604
380	2.638453094
381	2.633951985
382	2.629584845
383	2.625022786
384	2.62052296
385	2.616037545
386	2.611565545
387	2.607270474
388	2.602966609
389	2.598649058
390	2.594334611
391	2.590033844
392	2.585716953
393	2.581332131
394	2.576989548
395	2.572748254
396	2.568558065
397	2.564387376
398	2.560257787
399	2.556080005
400	2.551952622
401	2.547953241
402	2.543925065
403	2.539874406
404	2.535795516
405	2.531711702
406	2.527605789
407	2.523645373
408	2.519733484
409	2.51584061
410	2.511836219
411	2.507832478
412	2.503791168
413	2.499923812
414	2.496115306
415	2.492244603
416	2.488357658
417	2.484643957
418	2.48083173
419	2.477069364
420	2.473184913
421	2.46949563
422	2.465777544
423	2.461922047
424	2.45813227
425	2.454402484
426	2.45066409
427	2.446933723
428	2.443248434
429	2.439572562
430	2.435956384
431	2.432337683
432	2.428742327
433	2.425020644
434	2.421312709
435	2.417630115
436	2.414015055
437	2.410292177
438	2.406702015
439	2.403191381
440	2.399761009
441	2.39621737
442	2.3927349
443	2.389383023
444	2.385958588
445	2.382474218
446	2.379032025
447	2.375564967
448	2.372283705
449	2.368979
450	2.365530495
451	2.362206781
452	2.35889526
453	2.35563428
454	2.352443415
455	2.349076199
456	2.345843161
457	2.342652574
458	2.339424849
459	2.336116488
460	2.332859842
461	2.329614723
462	2.326535104
463	2.323352811
464	2.320264001
465	2.317040478
466	2.314048582
467	2.311038078
468	2.307928538
469	2.30479341
470	2.301730016
471	2.29866416
472	2.295636418
473	2.292651566
474	2.289681147
475	2.286903063
476	2.283997287
477	2.281021973
478	2.278278054
479	2.275417648
480	2.272588158
481	2.269853683
482	2.267102662
483	2.264259458
484	2.261458212
485	2.258703674
486	2.255993919
487	2.253345151
488	2.250672472
489	2.248055594
490	2.245469566
491	2.242779266
492	2.240229368
493	2.237805413
494	2.235304189
495	2.232949605
496	2.230541733
497	2.228041038
498	2.22561489
499	2.22329847
500	2.220928313
501	2.218450826
502	2.216092335
503	2.213777152
504	2.211562392
505	2.209194934
506	2.206819393
507	2.204457455
508	2.202092308
509	2.199758971
510	2.19755465
511	2.19534976
512	2.193097645
513	2.190788725
514	2.188582405
515	2.186426191
516	2.1841631
517	2.182027351
518	2.179825189
519	2.177667649
520	2.175519558
521	2.173419655
522	2.171333254
523	2.169236509
524	2.167202015
525	2.165113001
526	2.163013961
527	2.161065412
528	2.159068201
529	2.157090111
530	2.15511897
531	2.153135149
532	2.151193245
533	2.149238436
534	2.147219703
535	2.145286042
536	2.143316783
537	2.141497349
538	2.139555981
539	2.137554833
540	2.135635796
541	2.133761994
542	2.131954512
543	2.130012231
544	2.128212596
545	2.126407986
546	2.124511218
547	2.122715744
548	2.120940438
549	2.119156218
550	2.117376379
551	2.115576921
552	2.113809358
553	2.112022263
554	2.110280504
555	2.108607643
556	2.106875065
557	2.105332376
558	2.103648306
559	2.102060787
560	2.100499239
561	2.098846357
562	2.097205808
563	2.095676843
564	2.094122661
565	2.092566184
566	2.091126169
567	2.08968128
568	2.088114634
569	2.086653941
570	2.085136031
571	2.083633662
572	2.082123923
573	2.080675765
574	2.079345337
575	2.077884672
576	2.076499146
577	2.075006248
578	2.073566009
579	2.072162288
580	2.070883386
581	2.069438711
582	2.068102149
583	2.066759392
584	2.065451902
585	2.064002948
586	2.062691475
587	2.06131352
588	2.059976447
589	2.058638727
590	2.057374142
591	2.056087193
592	2.054800343
593	2.053578649
594	2.052374348
595	2.051134795
596	2.049930472
597	2.048778468
598	2.047618801
599	2.046484006
600	2.045219283
601	2.04402984
602	2.042843925
603	2.04168002
604	2.04059255
605	2.039464773
606	2.038279059
607	2.037098284
608	2.035903685
609	2.034843286
610	2.033720311
611	2.032572518
612	2.031500684
613	2.030485492
614	2.029370208
615	2.028416985
616	2.027484189
617	2.026494302
618	2.025413125
619	2.024473107
620	2.023546535
621	2.02254064
622	2.021562959
623	2.020539133
624	2.019665728
625	2.018740186
626	2.017688278
627	2.016782607
628	2.015830041
629	2.014948643
630	2.014029238
631	2.01317316
632	2.012308972
633	2.011433271
634	2.010486517
635	2.009609444
636	2.008683253
637	2.007815883
638	2.007027678
639	2.006139179
640	2.005258689
641	2.004365199
642	2.003663085
643	2.002793904
644	2.002017376
645	2.001286827
646	2.000566562
647	1.999846293
648	1.999139531
649	1.998443692
650	1.997585381
651	1.996859147
652	1.996206686
653	1.99555059
654	1.994836709
655	1.994046111
656	1.993404032
657	1.992808215
658	1.992180352
659	1.991604417
660	1.991107223
661	1.99047505
662	1.989888287
663	1.989296419
664	1.988625648
665	1.988019841
666	1.987386827
667	1.986787772
668	1.986220861
669	1.985570581
670	1.985080359
671	1.984460635
672	1.983990695
673	1.983522103
674	1.982939565
675	1.982262894
676	1.981758075
677	1.981178491
678	1.98062422
679	1.980011888
680	1.979493326
681	1.978954352
682	1.978414722
683	1.977966941
684	1.977455044
685	1.976960843
686	1.976477844
687	1.976001241
688	1.975579841
689	1.975098347
690	1.974630002
691	1.974239687
692	1.973726778
693	1.973251995
694	1.972807302
695	1.972390483
696	1.971900275
697	1.971438793
698	1.970965234
699	1.970479424
700	1.970128487
701	1.969704848
702	1.969266291
703	1.968864924
704	1.96850081
705	1.968109898
706	1.96769779
707	1.967252803
708	1.966803106
709	1.966330441
710	1.965782192
711	1.965356613
712	1.964962263
713	1.964709214
714	1.964266831
715	1.963982895
716	1.963590307
717	1.963219015
718	1.962837367
719	1.962559701
720	1.962230228
721	1.961873144
722	1.961509507
723	1.961185363
724	1.960866751
725	1.960555867
726	1.960317218
727	1.960016841
728	1.95971579
729	1.959296172
730	1.958976678
731	1.958674555
732	1.958413406
733	1.957976192
734	1.957629354
735	1.957314894
736	1.95694205
737	1.956699171
738	1.95624933
739	1.955899515
740	1.955626258
741	1.955331718
742	1.955004444
743	1.954753653
744	1.954437724
745	1.954199003
746	1.953914075
747	1.953618365
748	1.953365489
749	1.953096812
750	1.952836277
751	1.952579055
752	1.952393277
753	1.952195554
754	1.951907899
755	1.951632338
756	1.951314849
757	1.951047139
758	1.95079974
759	1.950489338
760	1.950216932
761	1.949953714
762	1.949760902
763	1.94952486
764	1.949234499
765	1.948972635
766	1.948664473
767	1.948416179
768	1.948118951
769	1.947816276
770	1.947486702
771	1.9471822
772	1.946659322
773	1.946490205
774	1.946184115
775	1.945930861
776	1.945595928
777	1.945258804
778	1.944823285
779	1.944572856
780	1.944295749
781	1.943966683
782	1.943713011
783	1.943490739
784	1.943138343
785	1.942970096
786	1.942699316
787	1.942509626
788	1.942180845
789	1.941941952
790	1.941618187
791	1.941442754
792	1.941108509
793	1.940866898
794	1.940474692
795	1.940187321
796	1.939816806
797	1.939541042
798	1.939311826
799	1.938870105
800	1.938589925
801	1.938356332
802	1.938170289
803	1.93796594
804	1.937716686
805	1.937408688
806	1.937213191
807	1.936884052
808	1.936721229
809	1.93638577
810	1.936008013
811	1.935839391
812	1.935467132
813	1.935231782
814	1.935089775
815	1.934779402
816	1.934517897
817	1.934286328
818	1.934013876
819	1.933724854
820	1.933403803
821	1.9331822
822	1.932944509
823	1.932793744
824	1.932455292
825	1.932246684
826	1.932010232
827	1.931747358
828	1.931538315
829	1.931331918
830	1.931198832
831	1.930992521
832	1.930611011
833	1.930479984
834	1.930285614
835	1.930073807
836	1.929920137
837	1.929706085
838	1.929537803
839	1.929347748
840	1.929131965
841	1.92894834
842	1.928719874
843	1.928441109
844	1.928285738
845	1.927926045
846	1.927633038
847	1.927340142
848	1.927168398
849	1.926973488
850	1.926812116
851	1.926640597
852	1.926398133
853	1.926147481
854	1.925837212
855	1.925615544
856	1.925447261
857	1.925286172
858	1.925137849
859	1.924929575
860	1.924721525
861	1.924477445
862	1.924138887
863	1.924015643
864	1.923698371
865	1.923364953
866	1.923198238
867	1.922948034
868	1.922768559
869	1.922530129
870	1.922234809
871	1.921973876
872	1.921751712
873	1.921507422
874	1.921351858
875	1.921033624
876	1.920874325
877	1.92060506
878	1.920333807
879	1.920129083
880	1.919940574
881	1.919716537
882	1.919397117
883	1.919063945
884	1.918877277
885	1.918637033
886	1.918423474
887	1.918275327
888	1.918147214
889	1.917959591
890	1.917772463
891	1.917491614
892	1.917270228
893	1.917126338
894	1.916932633
895	1.916794813
896	1.916534307
897	1.916352547
898	1.916093747
899	1.915959606
900	1.915846643
901	1.915678637
902	1.915342541
903	1.915148265
904	1.915021575
905	1.914826309
906	1.914546331
907	1.914314308
908	1.914127593
909	1.913852324
910	1.913609668
911	1.91344137
912	1.913232234
913	1.913065057
914	1.912875046
915	1.912732711
916	1.91248077
917	1.912251992
918	1.912125008
919	1.911978535
920	1.911814716
921	1.911620467
922	1.911391143
923	1.911276972
924	1.911132969
925	1.910998179
926	1.910870737
927	1.910648927
928	1.910407548
929	1.910297166
930	1.910188627
931	1.910069507
932	1.909805986
933	1.909461503
934	1.909365236
935	1.909190785
936	1.908914948
937	1.908707458
938	1.908429555
939	1.908125967
940	1.907924223
941	1.907801313
942	1.90749293
943	1.907273894
944	1.907079364
945	1.90688602
946	1.906696138
947	1.906374085
948	1.906287716
949	1.906071449
950	1.90579275
951	1.90561209
952	1.905453509
953	1.90528564
954	1.90504718
955	1.904742898
956	1.904591282
957	1.904397182
958	1.904205721
959	1.904117178
960	1.903878833
961	1.903607793
962	1.903451271
963	1.903297134
964	1.902950648
965	1.902863908
966	1.902739188
967	1.902636767
968	1.902390607
969	1.902139346
970	1.901843467
971	1.901762161
972	1.901565466
973	1.901370196
974	1.901177121
975	1.900949995
976	1.900830952
977	1.900680575
978	1.900542217
979	1.9004597
980	1.900320005
981	1.900115857
982	1.899877916
983	1.899783328
984	1.899589694
985	1.899463454
986	1.899303128
987	1.899131562
988	1.899049813
989	1.898894194
990	1.898796268
991	1.898512038
992	1.898433602
993	1.898272593
994	1.898141231
995	1.897965492
996	1.897761064
997	1.897592371
998	1.897497903
999	1.897216992
1000	1.897022231
1001	1.896799587
1002	1.896615919
1003	1.896559475
1004	1.896336338
1005	1.896272988
1006	1.896129459
1007	1.895844364
1008	1.895748512
1009	1.895579502
1010	1.895426139
1011	1.895230067
1012	1.895062637
1013	1.894747594
1014	1.894571934
1015	1.89448744
1016	1.89426631
1017	1.894183122
1018	1.894037069
1019	1.893880937
1020	1.893704719
1021	1.893418639
1022	1.893364749
1023	1.893249248
1024	1.89321323
1025	1.893100148
1026	1.892991098
1027	1.892709952
1028	1.892520319
1029	1.892316787
1030	1.892270691
1031	1.892128315
1032	1.892101637
1033	1.891979177
1034	1.891873956
1035	1.891795813
1036	1.891692413
1037	1.891625117
1038	1.891418898
1039	1.891295608
1040	1.891184835
1041	1.891031659
1042	1.890769068
1043	1.890540889
1044	1.890490936
1045	1.890398757
1046	1.890224072
1047	1.890050876
1048	1.889988965
1049	1.889674064
1050	1.889581437
1051	1.889414247
1052	1.889227749
1053	1.889072746
1054	1.888921441
1055	1.888800661
1056	1.888494542
1057	1.888453006
1058	1.888334058
1059	1.887997191
1060	1.88781535
1061	1.887624941
1062	1.887462416
1063	1.887295504
1064	1.887018183
1065	1.886758524
1066	1.886672887
1067	1.886461795
1068	1.886375861
1069	1.886161789
1070	1.886111738
1071	1.885902914
1072	1.885721802
1073	1.885656885
1074	1.885331446
1075	1.885273999
1076	1.885185947
1077	1.885096728
1078	1.884972839
1079	1.884847436
1080	1.884735428
1081	1.884460963
1082	1.88433378
1083	1.884158854
1084	1.883986237
1085	1.883841351
1086	1.883721269
1087	1.883556173
1088	1.883532316
1089	1.883445006
1090	1.883305605
1091	1.883240915
1092	1.883067364
1093	1.882983979
1094	1.882785238
1095	1.882718305
1096	1.882487221
1097	1.882405731
1098	1.882207663
1099	1.881934389
1100	1.881742033
1101	1.881661971
1102	1.881589512
1103	1.881453632
1104	1.881336048
1105	1.88118895
1106	1.881064398
1107	1.880894708
1108	1.880795034
1109	1.880619399
1110	1.880514014
1111	1.880347474
1112	1.8802801
1113	1.880173039
1114	1.879921615
1115	1.879818073
1116	1.87971161
1117	1.8795923
1118	1.879402237
1119	1.879153938
1120	1.87899599
1121	1.878836397
1122	1.878709008
1123	1.878409722
1124	1.878202138
1125	1.877989335
1126	1.877942192
1127	1.877816145
1128	1.87774688
1129	1.877522399
1130	1.877457663
1131	1.87732976
1132	1.877204062
1133	1.877084804
1134	1.876967118
1135	1.876889156
1136	1.876854531
1137	1.876759627
1138	1.876640221
1139	1.876484736
1140	1.876318344
1141	1.876140584
1142	1.876003285
1143	1.875882782
1144	1.875708624
1145	1.875589074
1146	1.875360426
1147	1.875170078
1148	1.874959609
1149	1.87480052
1150	1.87461452
1151	1.874382224
1152	1.874120146
1153	1.873862005
1154	1.873692499
1155	1.873475571
1156	1.873289876
1157	1.873234387
1158	1.873130155
1159	1.873076142
1160	1.872903626
1161	1.872672786
1162	1.872483602
1163	1.872238097
1164	1.8721317
1165	1.872034739
1166	1.871845294
1167	1.871616252
1168	1.871520855
1169	1.871328877
1170	1.871054917
1171	1.870970502
1172	1.870786088
1173	1.870661769
1174	1.870578354
1175	1.870530413
1176	1.870361446
1177	1.870253641
1178	1.870088311
1179	1.86989913
1180	1.869814583
1181	1.869529489
1182	1.869434166
1183	1.869317944
1184	1.869129702
1185	1.868980663
1186	1.868791982
1187	1.86874435
1188	1.868580756
1189	1.868470292
1190	1.868145287
1191	1.867972599
1192	1.867746305
1193	1.867672238
1194	1.867533992
1195	1.867464294
1196	1.867280654
1197	1.867127381
1198	1.866967472
1199	1.866840182
1200	1.866753269
1201	1.866613006
1202	1.866467185
1203	1.866271906
1204	1.866205509
1205	1.866094434
1206	1.865980176
1207	1.865879915
1208	1.865681491
1209	1.865449504
1210	1.865303
1211	1.865063257
1212	1.864934109
1213	1.864892927
1214	1.864703732
1215	1.864516078
1216	1.864359974
1217	1.864190343
1218	1.863999226
1219	1.863828165
1220	1.863768978
1221	1.863646831
1222	1.863523512
1223	1.863409198
1224	1.863308957
1225	1.863230281
1226	1.863031734
1227	1.862940381
1228	1.862746871
1229	1.862669544
1230	1.862619403
1231	1.862461707
1232	1.862340097
1233	1.862068755
1234	1.861920401
1235	1.861848722
1236	1.861667014
1237	1.861579619
1238	1.861513905
1239	1.861224385
1240	1.861091062
1241	1.861026233
1242	1.860861362
1243	1.860767191
1244	1.860654956
1245	1.86041031
1246	1.860305271
1247	1.860194227
1248	1.860138139
1249	1.860062846
1250	1.859883314
1251	1.859825093
1252	1.859562095
1253	1.859405236
1254	1.859300271
1255	1.859178245
1256	1.859044286
1257	1.859012324
1258	1.858943307
1259	1.858761134
1260	1.85863402
1261	1.858527871
1262	1.858462651
1263	1.858305169
1264	1.858137746
1265	1.857908137
1266	1.857797192
1267	1.857735029
1268	1.857536393
1269	1.857348855
1270	1.857217856
1271	1.8570844
1272	1.856978772
1273	1.8568948
1274	1.856780353
1275	1.856720805
1276	1.856613175
1277	1.856539449
1278	1.856461116
1279	1.856372655
1280	1.856213419
1281	1.856012866
1282	1.855946093
1283	1.855905936
1284	1.855773084
1285	1.855681218
1286	1.855584983
1287	1.855407435
1288	1.855206818
1289	1.855087348
1290	1.854892747
1291	1.854720945
1292	1.854564998
1293	1.854431685
1294	1.854162495
1295	1.854107091
1296	1.853927503
1297	1.853832806
1298	1.853634191
1299	1.853513741
1300	1.853295199
1301	1.853059324
1302	1.852962095
1303	1.852735466
1304	1.852542767
1305	1.852405825
1306	1.852214066
1307	1.852119452
1308	1.851933181
1309	1.851841708
1310	1.851819099
1311	1.85168272
1312	1.851560608
1313	1.851343189
1314	1.851159369
1315	1.851029557
1316	1.850779786
1317	1.850716854
1318	1.850598753
1319	1.850484789
1320	1.850305707
1321	1.85023957
1322	1.850016453
1323	1.849874764
1324	1.849795068
1325	1.849494147
1326	1.849415494
1327	1.849310915
1328	1.849213223
1329	1.84917424
1330	1.849113935
1331	1.849009635
1332	1.848830149
1333	1.848706464
1334	1.848478852
1335	1.848369508
1336	1.848287256
1337	1.848236869
1338	1.848118086
1339	1.848008582
1340	1.847888399
1341	1.847829354
1342	1.847752834
1343	1.847642212
1344	1.84737432
1345	1.847302672
1346	1.847212389
1347	1.847161036
1348	1.847047968
1349	1.846988052
1350	1.846899695
1351	1.846698791
1352	1.846446165
1353	1.846314115
1354	1.846177217
1355	1.846049924
1356	1.845925962
1357	1.845834094
1358	1.845775969
1359	1.84558848
1360	1.845502678
1361	1.845429594
1362	1.845317609
1363	1.845247397
1364	1.845172294
1365	1.845129607
1366	1.845048279
1367	1.844916625
1368	1.844762723
1369	1.844595489
1370	1.844422695
1371	1.844326524
1372	1.844141351
1373	1.843973252
1374	1.843907416
1375	1.84374807
1376	1.84362529
1377	1.84341037
1378	1.843285478
1379	1.84318554
1380	1.843145247
1381	1.842966697
1382	1.842895614
1383	1.842753637
1384	1.842634021
1385	1.842549729
1386	1.842422639
1387	1.842285519
1388	1.842169223
1389	1.842093256
1390	1.842046254
1391	1.841929143
1392	1.841823028
1393	1.841650316
1394	1.841468326
1395	1.841357767
1396	1.841248658
1397	1.841171816
1398	1.84085208
1399	1.8406691
1400	1.840558029
1401	1.840429782
1402	1.840353766
1403	1.840184905
1404	1.840131406
1405	1.840007955
1406	1.839827609
1407	1.839668946
1408	1.83957129
1409	1.83952601
1410	1.839484876
1411	1.839371483
1412	1.839297009
1413	1.839138567
1414	1.839060579
1415	1.838933508
1416	1.838880268
1417	1.838770816
1418	1.83869532
1419	1.83856729
1420	1.838457034
1421	1.838368217
1422	1.838230896
1423	1.838133566
1424	1.838015205
1425	1.837763121
1426	1.837591241
1427	1.837290133
1428	1.837231599
1429	1.837186637
1430	1.837084237
1431	1.836941683
1432	1.836900757
1433	1.836745776
1434	1.836588853
1435	1.836501331
1436	1.836408833
1437	1.836349453
1438	1.836308927
1439	1.836213232
1440	1.835986635
1441	1.835908816
1442	1.835736589
1443	1.83566537
1444	1.835623258
1445	1.83548586
1446	1.835312839
1447	1.835188213
1448	1.835009878
1449	1.834745139
1450	1.834620585
1451	1.834533107
1452	1.834479106
1453	1.834430336
1454	1.834209261
1455	1.834187224
1456	1.834147471
1457	1.834076157
1458	1.834013917
1459	1.833941159
1460	1.833761351
1461	1.833643495
1462	1.833555201
1463	1.833485197
1464	1.833378048
1465	1.833227835
1466	1.832865397
1467	1.832731936
1468	1.832539695
1469	1.832272904
1470	1.832173828
1471	1.832051038
1472	1.831849459
1473	1.83173336
1474	1.83160411
1475	1.83148005
1476	1.831259854
1477	1.831123846
1478	1.831043269
1479	1.830900203
1480	1.830814818
1481	1.83072739
1482	1.830632868
1483	1.83041465
1484	1.830339289
1485	1.830003095
1486	1.829791256
1487	1.829607579
1488	1.829544392
1489	1.829410637
1490	1.829368607
1491	1.829338059
1492	1.829200156
1493	1.828878644
1494	1.828774926
1495	1.828656385
1496	1.828554134
1497	1.828478351
1498	1.828410056
1499	1.828266272
1500	1.828168286
1501	1.828059122
1502	1.827936825
1503	1.827817668
1504	1.827748233
1505	1.82758535
1506	1.827532156
1507	1.827433505
1508	1.827327651
1509	1.827118189
1510	1.826972063
1511	1.82690347
1512	1.826879248
1513	1.826733521
1514	1.826666468
1515	1.826541228
1516	1.826432544
1517	1.826359841
1518	1.826199536
1519	1.826050415
1520	1.825832664
1521	1.825781629
1522	1.825580961
1523	1.825520924
1524	1.825098574
1525	1.824900003
1526	1.824811726
1527	1.824731363
1528	1.824650425
1529	1.824555707
1530	1.824438353
1531	1.82437962
1532	1.824269697
1533	1.824084102
1534	1.823994629
1535	1.82376925
1536	1.82357858
1537	1.823490469
1538	1.823403922
1539	1.823284243
1540	1.823178407
1541	1.823048847
1542	1.822980586
1543	1.822867789
1544	1.822781575
1545	1.822576029
1546	1.822506913
1547	1.822287576
1548	1.822071595
1549	1.821927725
1550	1.821808749
1551	1.821723349
1552	1.821652182
1553	1.821611334
1554	1.82146594
1555	1.821328368
1556	1.821154632
1557	1.821126793
1558	1.821034711
1559	1.820872731
1560	1.820782722
1561	1.820714472
1562	1.820593471
1563	1.820513013
1564	1.820457013
1565	1.820354019
1566	1.820238364
1567	1.820164094
1568	1.820106174
1569	1.819884117
1570	1.819682795
1571	1.819577814
1572	1.819527429
1573	1.81941936
1574	1.81935606
1575	1.819245038
1576	1.81915958
1577	1.819118239
1578	1.819073631
1579	1.818973448
1580	1.818880729
1581	1.818717015
1582	1.818575619
1583	1.81842632
1584	1.818346542
1585	1.818059088
1586	1.817935573
1587	1.817870117
1588	1.817612495
1589	1.817497691
1590	1.817418508
1591	1.81715897
1592	1.817105002
1593	1.817055604
1594	1.817000198
1595	1.81693917
1596	1.816900763
1597	1.81673608
1598	1.816643777
1599	1.816465093
1600	1.8163709
1601	1.816287647
1602	1.816167623
1603	1.815884667
1604	1.815770783
1605	1.815643744
1606	1.815470512
1607	1.815446075
1608	1.815385189
1609	1.815337831
1610	1.81515171
1611	1.815094325
1612	1.814976896
1613	1.814773111
1614	1.814624698
1615	1.814561847
1616	1.81442769
1617	1.814317581
1618	1.814142546
1619	1.81404078
1620	1.813922797
1621	1.813757145
1622	1.813678437
1623	1.813567364
1624	1.813429606
1625	1.81334258
1626	1.813210209
1627	1.813102091
1628	1.812934765
1629	1.812837344
1630	1.812680523
1631	1.812351701
1632	1.812167677
1633	1.81208096
1634	1.812043479
1635	1.811912643
1636	1.811749913
1637	1.811588789
1638	1.811528698
1639	1.811422499
1640	1.811257531
1641	1.811222041
1642	1.810999374
1643	1.810907508
1644	1.810733001
1645	1.810589478
1646	1.81050698
1647	1.810307394
1648	1.810244689
1649	1.810140693
1650	1.81004541
1651	1.810009891
1652	1.809691394
1653	1.809509228
1654	1.809392271
1655	1.809335487
1656	1.809279164
1657	1.809137361
1658	1.808952802
1659	1.808833183
1660	1.808752204
1661	1.80865486
1662	1.808467406
1663	1.808339752
1664	1.808214725
